ISSCAAP,TAXOCODE,3A_CODE,Scientific_name,English_name,Family,Order
34,1780106701,RIH,Rhinopias aphanes,,Scorpaenidae,SCORPAENIFORMES
34,1780107201,PHW,Phenacoscorpius adenensis,,Scorpaenidae,SCORPAENIFORMES
34,1780107301,AQL,Adelosebastes latens,,Scorpaenidae,SCORPAENIFORMES
34,1780107801,HZE,Hozukius emblemarius,,Scorpaenidae,SCORPAENIFORMES
34,1780107901,SJU,Sebastolobus alascanus,Shortspine thornyhead,Scorpaenidae,SCORPAENIFORMES
34,1780107902,SJZ,Sebastolobus altivelis,Longspine thornyhead,Scorpaenidae,SCORPAENIFORMES
34,1780107903,SJW,Sebastolobus macrochir,Broadbanded thornyhead,Scorpaenidae,SCORPAENIFORMES
34,1780108001,TIA,Trachyscorpia eschmeyeri,Cape scorpionfish,Scorpaenidae,SCORPAENIFORMES
34,1780108002,TJX,Trachyscorpia cristulata,Atlantic thornyhead,Scorpaenidae,SCORPAENIFORMES
34,1780108003,TZY,Trachyscorpia echinata,Spiny scorpionfish,Scorpaenidae,SCORPAENIFORMES
34,17801080XX,XTY,Trachyscorpia spp,,Scorpaenidae,SCORPAENIFORMES
34,1780109001,ERM,Ectreposebastes imus,,Scorpaenidae,SCORPAENIFORMES
34,1780109101,LII,Lioscorpius longiceps,,Scorpaenidae,SCORPAENIFORMES
34,1780109201,MXR,Maxillicosta raoulensis,,Scorpaenidae,SCORPAENIFORMES
34,1780109301,NNX,Neosebastes entaxis,Orange-banded scorpionfish,Scorpaenidae,SCORPAENIFORMES
34,1780109501,SVG,Setarches guentheri,Channeled rockfish,Scorpaenidae,SCORPAENIFORMES
34,1780109701,PBK,Plectrogenium barsukovi,,Scorpaenidae,SCORPAENIFORMES
34,17801XXXXX,SCO,Scorpaenidae,Scorpionfishes nei,Scorpaenidae,SCORPAENIFORMES
34,1780200101,BLY,Bellator brachychir,Shortfin searobin,Triglidae,SCORPAENIFORMES
34,1780200205,GUN,Trigla lyra,Piper gurnard,Triglidae,SCORPAENIFORMES
34,17802002XX,GUY,Trigla spp,Gurnards nei,Triglidae,SCORPAENIFORMES
34,1780200301,KUG,Chelidonichthys kumu,Bluefin gurnard,Triglidae,SCORPAENIFORMES
34,1780200302,GUU,Chelidonichthys lucerna,Tub gurnard,Triglidae,SCORPAENIFORMES
34,1780200304,CTZ,Chelidonichthys lastoviza,Streaked gurnard,Triglidae,SCORPAENIFORMES
34,1780200307,GUC,Chelidonichthys capensis,Cape gurnard,Triglidae,SCORPAENIFORMES
34,1780200308,CGY,Chelidonichthys gabonensis,Gabon gurnard,Triglidae,SCORPAENIFORMES
34,1780200309,CZS,Chelidonichthys spinosus,Spiny red gurnard,Triglidae,SCORPAENIFORMES
34,1780200310,GUM,Chelidonichthys obscurus,Longfin gurnard,Triglidae,SCORPAENIFORMES
34,17802003XX,GUI,Chelidonichthys spp,Indo-Pacific gurnards,Triglidae,SCORPAENIFORMES
34,1780200403,GUR,Aspitrigla cuculus,Red gurnard,Triglidae,SCORPAENIFORMES
34,1780200802,LDM,Lepidotrigla microptera,,Triglidae,SCORPAENIFORMES
34,1780200803,LDY,Lepidotrigla brachyoptera,Scaly gurnard,Triglidae,SCORPAENIFORMES
34,1780200804,LDN,Lepidotrigla vanessa,Butterfly gurnard,Triglidae,SCORPAENIFORMES
34,1780200805,LDR,Lepidotrigla carolae,Carol's gurnard,Triglidae,SCORPAENIFORMES
34,1780200806,LEP,Lepidotrigla dieuzeidei,Spiny gurnard,Triglidae,SCORPAENIFORMES
34,1780200807,LDV,Lepidotrigla cavillone,Large-scaled gurnard,Triglidae,SCORPAENIFORMES
34,1780200808,IBK,Lepidotrigla cadmani,Scalebreast gurnard,Triglidae,SCORPAENIFORMES
34,1780202001,PQA,Prionotus alatus,Spiny searobin,Triglidae,SCORPAENIFORMES
34,1780202002,PQT,Prionotus punctatus,Bluewing searobin,Triglidae,SCORPAENIFORMES
34,1780202003,PQU,Prionotus nudigula,Red searobin,Triglidae,SCORPAENIFORMES
34,1780202004,PQP,Prionotus paralatus,Mexican searobin,Triglidae,SCORPAENIFORMES
34,1780202005,PQC,Prionotus carolinus,Northern searobin,Triglidae,SCORPAENIFORMES
34,17802020XX,SRA,Prionotus spp,Atlantic searobins,Triglidae,SCORPAENIFORMES
34,1780202501,BEG,Pterygotrigla polyommata,Latchet(=Sharpbeak gurnard),Triglidae,SCORPAENIFORMES
34,1780202502,JGU,Pterygotrigla picta,Spotted gurnard,Triglidae,SCORPAENIFORMES
34,1780207001,GUG,Eutrigla gurnardus,Grey gurnard,Triglidae,SCORPAENIFORMES
34,17802XXXXX,GUX,Triglidae,"Gurnards, searobins nei",Triglidae,SCORPAENIFORMES
33,1780300101,CMQ,Caracanthus maculatus,Spotted coral croucher,Caracanthidae,SCORPAENIFORMES
33,1780400101,AXL,Acanthosphex leurynnis,,Aploactinidae,SCORPAENIFORMES
33,1780400201,AVE,Adventor elongatus,,Aploactinidae,SCORPAENIFORMES
33,1780400301,AAZ,Aploactis aspera,,Aploactinidae,SCORPAENIFORMES
33,1780400401,CVM,Cocotropus masudai,,Aploactinidae,SCORPAENIFORMES
33,1780400501,EXP,Erisphex philippinus,,Aploactinidae,SCORPAENIFORMES
33,1780400601,KKF,Kanekonia florida,,Aploactinidae,SCORPAENIFORMES
33,1780400701,KRO,Karumba ornatissimus,,Aploactinidae,SCORPAENIFORMES
33,1780400801,NPT,Neoaploactis tridorsalis,Threefin velvetfish,Aploactinidae,SCORPAENIFORMES
33,1780400901,PKG,Paraploactis kagoshimensis,,Aploactinidae,SCORPAENIFORMES
33,1780401001,PJU,Ptarmus jubatus,Crested scorpionfish,Aploactinidae,SCORPAENIFORMES
33,1780500101,ERO,Erosa erosa,Pitted stonefish,Synanceiidae,SCORPAENIFORMES
33,1780500201,INU,Inimicus cuvieri,,Synanceiidae,SCORPAENIFORMES
33,1780500301,LSA,Leptosynanceia asteroblepa,,Synanceiidae,SCORPAENIFORMES
33,1780500401,MNO,Minous coccineus,Onestick stingfish,Synanceiidae,SCORPAENIFORMES
33,1780500402,MNQ,Minous quincarinatus,,Synanceiidae,SCORPAENIFORMES
33,1780500501,PKM,Pseudosynanceia melanostigma,Blackfin stonefish,Synanceiidae,SCORPAENIFORMES
33,1780500601,SJL,Synanceia alula,,Synanceiidae,SCORPAENIFORMES
33,1780501601,HCI,Choridactylus multibarbus,Orangebanded stingfish,Synanceiidae,SCORPAENIFORMES
33,1780600101,AET,Aetapcus maculatus,Warty prowfish,Pataecidae,SCORPAENIFORMES
33,1780600201,NPW,Neopataecus waterhousii,Whiskered prowfish,Pataecidae,SCORPAENIFORMES
33,1780600301,PTF,Pataecus fronto,,Pataecidae,SCORPAENIFORMES
33,1780700501,CLI,Ophiodon elongatus,Lingcod,Hexagrammidae,SCORPAENIFORMES
33,1780701402,ATK,Pleurogrammus azonus,Okhotsk atka mackerel,Hexagrammidae,SCORPAENIFORMES
33,1780701403,HUM,Pleurogrammus monopterygius,Atka mackerel,Hexagrammidae,SCORPAENIFORMES
33,1780702901,HXO,Hexagrammos otakii,,Hexagrammidae,SCORPAENIFORMES
33,1780702902,HXQ,Hexagrammos decagrammus,Kelp greenling,Hexagrammidae,SCORPAENIFORMES
34,1780800101,ESZ,Erilepis zonifer,Skilfish,Anoplopomatidae,SCORPAENIFORMES
34,1780800401,SAB,Anoplopoma fimbria,Sablefish,Anoplopomatidae,SCORPAENIFORMES
33,1780900101,CBF,Cymbacephalus beauforti,Crocodile fish,Platycephalidae,SCORPAENIFORMES
33,1780900201,ELI,Elates ransonnetii,Dwarf flathead,Platycephalidae,SCORPAENIFORMES
33,1780900302,GMK,Grammoplites suppositus,Spotfin flathead,Platycephalidae,SCORPAENIFORMES
33,1780900401,IGJ,Inegocia japonica,Japanese flathead,Platycephalidae,SCORPAENIFORMES
33,1780900501,KUD,Kumococius rodericensis,Spiny flathead,Platycephalidae,SCORPAENIFORMES
33,1780900701,OGG,Onigocia grandisquama,,Platycephalidae,SCORPAENIFORMES
33,1780900801,PEJ,Papilloculiceps longiceps,Tentacled flathead,Platycephalidae,SCORPAENIFORMES
33,1780901801,FLI,Platycephalus indicus,Bartail flathead,Platycephalidae,SCORPAENIFORMES
33,1780901803,PFF,Platycephalus arenarius,Northern sand flathead,Platycephalidae,SCORPAENIFORMES
33,1780901804,PFB,Platycephalus bassensis,Sand flathead,Platycephalidae,SCORPAENIFORMES
33,1780901805,PHI,Platycephalus richardsoni,Tiger flathead,Platycephalidae,SCORPAENIFORMES
33,1780901806,FTL,Platycephalus conatus,Deep-water flathead,Platycephalidae,SCORPAENIFORMES
33,1780902101,TAN,Thysanophrys arenicola,Broadhead flathead,Platycephalidae,SCORPAENIFORMES
33,1780902201,RUD,Ratabulus diversidens,Orange-freckled flathead,Platycephalidae,SCORPAENIFORMES
33,1780902301,ROW,Rogadius welanderi,Welander's flathead,Platycephalidae,SCORPAENIFORMES
33,1780902302,RPQ,Rogadius prionotus,Blackblotch flathead,Platycephalidae,SCORPAENIFORMES
33,1780902401,SRQ,Sorsogona prionota,Halfspined flathead,Platycephalidae,SCORPAENIFORMES
33,1780902701,LVI,Leviprora inops,,Platycephalidae,SCORPAENIFORMES
33,1780906201,CEJ,Cociella crocodila,Crocodile flathead,Platycephalidae,SCORPAENIFORMES
33,1780906301,SBV,Suggrundus brevirostris,,Platycephalidae,SCORPAENIFORMES
33,1780906401,GMU,Solitas gruveli,Guinea flathead,Platycephalidae,SCORPAENIFORMES
33,17809XXXXX,FLH,Platycephalidae,Flatheads nei,Platycephalidae,SCORPAENIFORMES
34,1781000101,HCP,Hoplichthys acanthopleurus,,Hoplichthyidae,SCORPAENIFORMES
34,17810001XX,HBX,Hoplichthys spp,,Hoplichthyidae,SCORPAENIFORMES
34,1781103001,ZSP,Zanclorhynchus spinifer,Antarctic horsefish,Congiopodidae,SCORPAENIFORMES
34,1781103201,PZE,Perryena leucometopon,,Congiopodidae,SCORPAENIFORMES
34,1781105001,CGP,Congiopodus peruvianus,,Congiopodidae,SCORPAENIFORMES
34,1781105201,AHK,Alertichthys blacki,Alert pigfish,Congiopodidae,SCORPAENIFORMES
33,1781300101,AHO,Alcichthys alcicornis,,Cottidae,SCORPAENIFORMES
33,1781300201,ADL,Antipodocottus elegans,,Cottidae,SCORPAENIFORMES
33,1781300301,AHE,Archaulus biseriatus,Scaled sculpin,Cottidae,SCORPAENIFORMES
33,1781300401,AGZ,Argyrocottus zanderi,,Cottidae,SCORPAENIFORMES
33,1781300501,ADO,Artediellus dydymovi,,Cottidae,SCORPAENIFORMES
33,1781300601,ADW,Artedius corallinus,Coralline sculpin,Cottidae,SCORPAENIFORMES
33,1781300701,ARJ,Ascelichthys rhodorus,Rosylip sculpin,Cottidae,SCORPAENIFORMES
33,1781300801,AEV,Asemichthys taylori,Spinynose sculpin,Cottidae,SCORPAENIFORMES
33,1781300901,ACQ,Astrocottus leprops,,Cottidae,SCORPAENIFORMES
13,1781301101,CVA,Cottus amblystomopsis,Sakhalin sculpin,Cottidae,SCORPAENIFORMES
13,1781301102,CZK,Cottus czerskii,Cherskii's sculpin,Cottidae,SCORPAENIFORMES
33,1781301201,MXO,Myoxocephalus octodecemspinosus,Longhorn sculpin,Cottidae,SCORPAENIFORMES
33,1781301202,MXJ,Myoxocephalus jaok,Plain sculpin,Cottidae,SCORPAENIFORMES
33,1781301203,MXV,Myoxocephalus scorpius,Shorthorn sculpin,Cottidae,SCORPAENIFORMES
33,17813012XX,SCU,Myoxocephalus spp,Sculpins,Cottidae,SCORPAENIFORMES
33,1781301301,OLY,Oligocottus snyderi,Fluffy sculpin,Cottidae,SCORPAENIFORMES
33,1781301401,ATW,Atopocottus tribranchius,,Cottidae,SCORPAENIFORMES
33,1781301501,BEZ,Bero zanclus,,Cottidae,SCORPAENIFORMES
33,1781301601,CQZ,Chitonotus pugetensis,Roughback sculpin,Cottidae,SCORPAENIFORMES
33,1781301701,CGQ,Cottiusculus gonez,,Cottidae,SCORPAENIFORMES
33,1781301901,DUM,Daruma sagamia,,Cottidae,SCORPAENIFORMES
33,1781302001,EHB,Enophrys bison,Buffalo sculpin,Cottidae,SCORPAENIFORMES
33,1781302101,FUI,Furcina ishikawae,,Cottidae,SCORPAENIFORMES
33,1781302301,GMH,Gymnocanthus herzensteini,,Cottidae,SCORPAENIFORMES
33,1781302401,HPJ,Hemilepidotus jordani,Yellow Irish lord,Cottidae,SCORPAENIFORMES
33,1781302501,IBU,Icelinus burchami,Dusky sculpin,Cottidae,SCORPAENIFORMES
33,1781303001,SMQ,Scorpaenichthys marmoratus,Cabezon,Cottidae,SCORPAENIFORMES
33,1781303101,CAZ,Clinocottus acuticeps,Sharpnose sculpin,Cottidae,SCORPAENIFORMES
33,1781303201,LCH,Leiocottus hirundo,Lavender sculpin,Cottidae,SCORPAENIFORMES
33,1781303501,LCR,Leptocottus armatus,Pacific staghorn sculpin,Cottidae,SCORPAENIFORMES
33,1781303601,MEE,Megalocottus platycephalus,Belligerent sculpin,Cottidae,SCORPAENIFORMES
13,1781303701,MEH,Mesocottus haitej,,Cottidae,SCORPAENIFORMES
33,1781303901,TFF,Triglops forficatus,Scissortail sculpin,Cottidae,SCORPAENIFORMES
33,1781303902,TGJ,Triglops jordani,Jordan's sculpin,Cottidae,SCORPAENIFORMES
33,1781303903,TGM,Triglops murrayi,Moustache sculpin,Cottidae,SCORPAENIFORMES
33,1781303904,TGY,Triglops nybelini,Bigeye sculpin,Cottidae,SCORPAENIFORMES
33,1781303905,TGP,Triglops scepticus,Spectacled sculpin,Cottidae,SCORPAENIFORMES
33,1781304001,MIJ,Micrenophrys lilljeborgii,Norway bullhead,Cottidae,SCORPAENIFORMES
33,1781304101,IBI,Icelus bicornis,Twohorn sculpin,Cottidae,SCORPAENIFORMES
33,1781304201,MIS,Microcottus sellaris,Brightbelly sculpin,Cottidae,SCORPAENIFORMES
33,1781304401,OML,Ocynectes maschalis,,Cottidae,SCORPAENIFORMES
33,1781304801,OTT,Orthonopias triacis,Snubnose sculpin,Cottidae,SCORPAENIFORMES
33,1781304901,PIJ,Paricelinus hopliticus,Thornback sculpin,Cottidae,SCORPAENIFORMES
33,1781305001,PLQ,Phallocottus obtusus,Spineless sculpin,Cottidae,SCORPAENIFORMES
33,1781305101,PSY,Phasmatocottus ctenopterygius,,Cottidae,SCORPAENIFORMES
33,1781305201,PUV,Porocottus tentaculatus,,Cottidae,SCORPAENIFORMES
33,1781305301,PUZ,Pseudoblennius zonostigma,,Cottidae,SCORPAENIFORMES
33,1781305401,RLU,Radulinus vinculus,Smoothgum sculpin,Cottidae,SCORPAENIFORMES
33,1781305501,RZX,Ricuzenius nudithorax,,Cottidae,SCORPAENIFORMES
33,1781305601,RRM,Ruscarius meanyi,Puget Sound sculpin,Cottidae,SCORPAENIFORMES
33,1781305701,SFU,Sigmistes caulias,Kelp sculpin,Cottidae,SCORPAENIFORMES
33,1781305801,SJN,Stelgistrum stejnegeri,,Cottidae,SCORPAENIFORMES
33,1781305901,SMK,Stlengis misakia,,Cottidae,SCORPAENIFORMES
33,1781306001,TUU,Taurocottus bergi,,Cottidae,SCORPAENIFORMES
33,1781306101,TCF,Trachidermus fasciatus,,Cottidae,SCORPAENIFORMES
33,1781306201,TGQ,Triglopsis quadricornis,Fourhorn sculpin,Cottidae,SCORPAENIFORMES
33,1781306301,VEU,Vellitor centropomus,,Cottidae,SCORPAENIFORMES
33,1781306401,ZEO,Zesticelus ochotensis,,Cottidae,SCORPAENIFORMES
33,1781306501,JZO,Jordania zonope,Longfin sculpin,Cottidae,SCORPAENIFORMES
33,1781307401,SZG,Synchirus gilli,Manacled sculpin,Cottidae,SCORPAENIFORMES
33,1781310001,RRF,Rhamphocottus richardsoni,Grunt sculpin,Cottidae,SCORPAENIFORMES
33,17813XXXXX,SWU,Cottidae,Sculpins nei,Cottidae,SCORPAENIFORMES
13,1781400101,BTJ,Batrachocottus baicalensis,Bighead sculpin,Cottocomephoridae,SCORPAENIFORMES
13,1781400201,PCK,Paracottus knerii,Stone sculpin,Cottocomephoridae,SCORPAENIFORMES
13,1781405701,CWK,Cottocomephorus grewingkii,Baikal yellowfin,Cottocomephoridae,SCORPAENIFORMES
13,1781500101,CFK,Comephorus baikalensis,Big Baikal oilfish,Comephoridae,SCORPAENIFORMES
33,1781602205,NRC,Normanichthys crockeri,Mote sculpin,Normanichthyidae,SCORPAENIFORMES
34,1781800101,CVP,Cottunculus microps,Polar sculpin,Psychrolutidae,SCORPAENIFORMES
34,1781800201,DYT,Dasycottus setiger,Spinyhead sculpin,Psychrolutidae,SCORPAENIFORMES
34,1781800301,EBV,Ebinania vermiculata,,Psychrolutidae,SCORPAENIFORMES
34,1781800401,EYU,Eurymen gyrinus,Smoothcheek sculpin,Psychrolutidae,SCORPAENIFORMES
34,1781800501,MGV,Malacocottus gibber,,Psychrolutidae,SCORPAENIFORMES
34,1781800601,PEF,Psychrolutes macrocephalus,,Psychrolutidae,SCORPAENIFORMES
34,1781804601,NEG,Neophrynichthys angustus,Pale toadfish,Psychrolutidae,SCORPAENIFORMES
33,1781900101,AJD,Agonomalus jordani,,Agonidae,SCORPAENIFORMES
33,1781900201,AVU,Agonopsis vulsa,Northern spearnose poacher,Agonidae,SCORPAENIFORMES
33,1781900301,AVO,Anoplagonus inermis,Smooth alligatorfish,Agonidae,SCORPAENIFORMES
33,1781900401,AFO,Aspidophoroides bartoni,Aleutian alligatorfish,Agonidae,SCORPAENIFORMES
33,1781900501,BGS,Bathyagonus alascanus,Gray starsnout,Agonidae,SCORPAENIFORMES
33,1781900601,BGI,Bothragonus swanii,Rockhead,Agonidae,SCORPAENIFORMES
33,1781900701,HQD,Hypsagonus quadricornis,Fourhorn poacher,Agonidae,SCORPAENIFORMES
33,1781900801,LGD,Leptagonus decagonus,Atlantic poacher,Agonidae,SCORPAENIFORMES
33,1781900901,OCK,Occella kasawai,,Agonidae,SCORPAENIFORMES
33,1781901001,OXT,Odontopyxis trispinosa,Pygmy poacher,Agonidae,SCORPAENIFORMES
33,1781901101,PBS,Pallasina barbata,Tubenose poacher,Agonidae,SCORPAENIFORMES
33,1781901201,PJO,Percis japonicus,,Agonidae,SCORPAENIFORMES
33,1781901301,PQH,Podothecus thompsoni,,Agonidae,SCORPAENIFORMES
33,1781901401,SRF,Sarritor frenatus,Sawback poacher,Agonidae,SCORPAENIFORMES
33,1781901501,TSG,Tilesina gibbosa,,Agonidae,SCORPAENIFORMES
33,1781901601,UCK,Ulcina olrikii,Arctic alligatorfish,Agonidae,SCORPAENIFORMES
33,1781901701,KTL,Xeneretmus latifrons,Blacktip poacher,Agonidae,SCORPAENIFORMES
33,1781904401,AFT,Agonus cataphractus,Hooknose,Agonidae,SCORPAENIFORMES
33,1781905301,SXO,Stellerina xyosterna,Pricklebreast poacher,Agonidae,SCORPAENIFORMES
34,1782000301,LUM,Cyclopterus lumpus,Lumpfish(=Lumpsucker),Cyclopteridae,SCORPAENIFORMES
34,1782000501,CJB,Cyclopteropsis lindbergi,,Cyclopteridae,SCORPAENIFORMES
34,1782000601,EUJ,Eumicrotremus derjugini,Leatherfin lumpsucker,Cyclopteridae,SCORPAENIFORMES
34,1782000701,EMZ,Eumicrotremus taranetzi,,Cyclopteridae,SCORPAENIFORMES
34,1782000801,LTW,Lethotremus awae,,Cyclopteridae,SCORPAENIFORMES
34,1782005801,AVN,Aptocyclus ventricosus,Smooth lumpsucker,Cyclopteridae,SCORPAENIFORMES
34,17820XXXXX,ZLS,Cyclopteridae,Lumpfishes nei,Cyclopteridae,SCORPAENIFORMES
33,1782100101,ABW,Ablabys binotatus,Redskinfish,Tetrarogidae,SCORPAENIFORMES
33,1782100201,TCT,Centropogon australis,Fortescue,Tetrarogidae,SCORPAENIFORMES
33,1782100301,TCG,Coccotropsis gymnoderma,,Tetrarogidae,SCORPAENIFORMES
33,1782100401,TCC,Cottapistus cottoides,Marbled stingfish,Tetrarogidae,SCORPAENIFORMES
33,1782100501,TGI,Glyptauchen insidiator,,Tetrarogidae,SCORPAENIFORMES
33,1782100601,TGR,Gymnapistes marmoratus,South Australian cobbler,Tetrarogidae,SCORPAENIFORMES
33,1782100701,HDU,Hypodytes rubripinnis,,Tetrarogidae,SCORPAENIFORMES
33,1782100801,NPG,Neocentropogon aeglefinis,,Tetrarogidae,SCORPAENIFORMES
33,1782100901,NSU,Notesthes robusta,Bullrout,Tetrarogidae,SCORPAENIFORMES
33,1782101001,OCP,Ocosia apia,,Tetrarogidae,SCORPAENIFORMES
33,1782101101,TPL,Paracentropogon longispinus,Wispy waspfish,Tetrarogidae,SCORPAENIFORMES
33,1782101201,TCE,Richardsonichthys leucogaster,Whiteface waspfish,Tetrarogidae,SCORPAENIFORMES
33,1782101301,TSN,Snyderina guentheri,Günther's waspfish,Tetrarogidae,SCORPAENIFORMES
33,1782101401,TEO,Tetraroge barbata,Bearded roguefish,Tetrarogidae,SCORPAENIFORMES
33,1782101501,VPD,Vespicula depressifrons,,Tetrarogidae,SCORPAENIFORMES
34,1782200101,GGI,Gargariscus prionocephalus,,Peristediidae,SCORPAENIFORMES
34,1782200201,HNJ,Heminodus japonicus,,Peristediidae,SCORPAENIFORMES
34,1782200601,PJC,Peristedion cataphractum,African armoured searobin,Peristediidae,SCORPAENIFORMES
34,1782200602,PTQ,Peristedion liorhynchus,Armoured gurnard,Peristediidae,SCORPAENIFORMES
34,1782200603,PQL,Peristedion longispatha,,Peristediidae,SCORPAENIFORMES
34,1782200604,PWB,Peristedion weberi,,Peristediidae,SCORPAENIFORMES
34,1782200701,SRY,Satyrichthys adeni,,Peristediidae,SCORPAENIFORMES
34,1782200702,SSV,Satyrichthys investigatoris,,Peristediidae,SCORPAENIFORMES
34,1782200703,SWC,Satyrichthys welchi,Robust armoured-gurnard,Peristediidae,SCORPAENIFORMES
34,1782300101,AIO,Acantholiparis opercularis,Spiny snailfish,Liparidae,SCORPAENIFORMES
34,1782300201,CAY,Careproctus bathycoetus,,Liparidae,SCORPAENIFORMES
34,1782300202,CFU,Careproctus furcellus,,Liparidae,SCORPAENIFORMES
34,1782300203,CJO,Careproctus jordani,,Liparidae,SCORPAENIFORMES
34,1782300204,CXM,Careproctus melanurus,Blacktail snailfish,Liparidae,SCORPAENIFORMES
34,1782300205,CVG,Careproctus georgianus,,Liparidae,SCORPAENIFORMES
34,1782300206,CZC,Careproctus continentalis,,Liparidae,SCORPAENIFORMES
34,1782300207,CWQ,Careproctus ampliceps,,Liparidae,SCORPAENIFORMES
34,1782300208,CVH,Careproctus catherinae,,Liparidae,SCORPAENIFORMES
34,1782300209,CXW,Careproctus inflexidens,,Liparidae,SCORPAENIFORMES
34,1782300210,CVR,Careproctus polarsterni,,Liparidae,SCORPAENIFORMES
34,1782300211,CWL,Careproctus pseudoprofundicola,,Liparidae,SCORPAENIFORMES
34,1782300212,CWV,Careproctus vladibeckeri,,Liparidae,SCORPAENIFORMES
34,17823002XX,CWS,Careproctus spp,,Liparidae,SCORPAENIFORMES
34,1782300401,CZY,Crystallichthys cyclospilus,Blotched snailfish,Liparidae,SCORPAENIFORMES
34,1782300901,LCY,Liparis callyodon,Spotted snailfish,Liparidae,SCORPAENIFORMES
34,1782300902,LIH,Liparis coheni,Gulf snailfish,Liparidae,SCORPAENIFORMES
34,1782300903,LIF,Liparis fabricii,,Liparidae,SCORPAENIFORMES
34,1782300904,LIU,Liparis gibbus,Variegated snailfish,Liparidae,SCORPAENIFORMES
34,1782300905,LIL,Liparis liparis,Striped seasnail,Liparidae,SCORPAENIFORMES
34,1782300906,LIM,Liparis montagui,Montagus seasnail,Liparidae,SCORPAENIFORMES
34,1782300907,LIS,Liparis tunicatus,Kelp snailfish,Liparidae,SCORPAENIFORMES
34,1782300908,TZK,Liparis tanakae,Tanaka's snailfish,Liparidae,SCORPAENIFORMES
34,1782301001,LIA,Lipariscus nanus,Pygmy snailfish,Liparidae,SCORPAENIFORMES
34,1782301101,NCP,Nectoliparis pelagicus,Tadpole snailfish,Liparidae,SCORPAENIFORMES
34,1782301201,OSD,Osteodiscus cascadiae,Bigtail snailfish,Liparidae,SCORPAENIFORMES
34,1782301301,PPN,Paraliparis antarcticus,,Liparidae,SCORPAENIFORMES
34,1782301302,PBY,Paraliparis bathybius,,Liparidae,SCORPAENIFORMES
34,1782301303,PCJ,Paraliparis copei,,Liparidae,SCORPAENIFORMES
34,1782301304,PLG,Paraliparis gracilis,,Liparidae,SCORPAENIFORMES
34,1782301305,PIB,Paraliparis meridionalis,,Liparidae,SCORPAENIFORMES
34,1782301306,PIV,Paraliparis terraenovae,,Liparidae,SCORPAENIFORMES
34,1782301307,PSQ,Paraliparis trilobodon,,Liparidae,SCORPAENIFORMES
34,1782301308,PXD,Paraliparis tetrapteryx,,Liparidae,SCORPAENIFORMES
34,1782301309,PVM,Paraliparis meganchus,,Liparidae,SCORPAENIFORMES
34,1782301310,PVO,Paraliparis devriesi,,Liparidae,SCORPAENIFORMES
34,1782301311,PZD,Paraliparis andriashevi,,Liparidae,SCORPAENIFORMES
34,1782301312,PZF,Paraliparis fuscolingua,,Liparidae,SCORPAENIFORMES
34,1782301313,PZN,Paraliparis macrocephalus,,Liparidae,SCORPAENIFORMES
34,1782301314,PZQ,Paraliparis rossi,,Liparidae,SCORPAENIFORMES
34,17823013XX,PVZ,Paraliparis spp,,Liparidae,SCORPAENIFORMES
34,1782301401,RNN,Rhinoliparis attenuatus,Slim snailfish,Liparidae,SCORPAENIFORMES
34,1782301501,RIR,Rhodichthys regina,,Liparidae,SCORPAENIFORMES
34,1782301601,ZGL,Genioliparis lindbergi,,Liparidae,SCORPAENIFORMES
34,17823XXXXX,LPX,Liparidae,Snailfishes nei,Liparidae,SCORPAENIFORMES
33,1782400101,DYI,Dactyloptena gilberti,,Dactylopteridae,SCORPAENIFORMES
33,1782400102,DYW,Dactyloptena orientalis,Oriental flying gurnard,Dactylopteridae,SCORPAENIFORMES
33,1782400201,DYL,Dactylopterus volitans,Flying gurnard,Dactylopteridae,SCORPAENIFORMES
33,17824XXXXX,DYX,Dactylopteridae,Flying gurnards nei,Dactylopteridae,SCORPAENIFORMES
34,1782500101,ERG,Ereunias grallator,,Ereuniidae,SCORPAENIFORMES
34,1782500201,MKA,Marukawichthys ambulator,,Ereuniidae,SCORPAENIFORMES
34,1782600101,BMR,Bembradium roseum,,Bembridae,SCORPAENIFORMES
34,1782600201,BMJ,Bembras japonicus,,Bembridae,SCORPAENIFORMES
34,1782600901,PBU,Parabembras curtus,,Bembridae,SCORPAENIFORMES
33,1782700101,GGO,Gnathanacanthus goetzeei,Red velvetfish,Gnathanacanthidae,SCORPAENIFORMES
34,1782800101,BTZ,Bathylutichthys taranetzi,,Bathylutichthyidae,SCORPAENIFORMES
33,1783200101,AIU,Apistops caloundra,Short-armed waspfish,Apistidae,SCORPAENIFORMES
33,1783200201,AIA,Apistus carinatus,Ocellated waspfish,Apistidae,SCORPAENIFORMES
33,1783200301,CTW,Cheroscorpaena tridactyla,,Apistidae,SCORPAENIFORMES
33,1783400101,OXI,Oxylebius pictus,Painted greenling,Zaniolepididae,SCORPAENIFORMES
33,1783400201,ZAF,Zaniolepis frenata,Shortspine combfish,Zaniolepididae,SCORPAENIFORMES
13,1783600101,AEZ,Abyssocottus elochini,,Abyssocottidae,SCORPAENIFORMES
13,1783600201,AQY,Asprocottus abyssalis,,Abyssocottidae,SCORPAENIFORMES
13,1783600301,CEB,Cottinella boulengeri,Short-headed sculpin,Abyssocottidae,SCORPAENIFORMES
13,1783600401,LMI,Limnocottus bergianus,,Abyssocottidae,SCORPAENIFORMES
13,1783600501,PWC,Procottus gurwici,,Abyssocottidae,SCORPAENIFORMES
